TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-2142753	Arachidonic acid metabolism	0.34372769258146	-1.06790552641556	72	1	0.02	50	8608	13078	Cyp1b1
R-MMU-3108214	SUMOylation of DNA damage response and repair proteins	0.34372769258146	-1.06790552641556	72	1	0.02	50	8608	56469	Pias1
R-MMU-1474290	Collagen formation	0.347571836845829	-1.0567839106057	73	1	0.02	50	8608	12834	Col6a2
R-MMU-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.347571836845829	-1.0567839106057	73	1	0.02	50	8608	56469	Pias1
R-MMU-5693607	Processing of DNA double-strand break ends	0.347571836845829	-1.0567839106057	73	1	0.02	50	8608	27223	Trp53bp1
R-MMU-69473	G2/M DNA damage checkpoint	0.3551940410234	-1.03509104440293	75	1	0.02	50	8608	27223	Trp53bp1
R-MMU-195253	Degradation of beta-catenin by the destruction complex	0.362728956896586	-1.01409939883408	77	1	0.02	50	8608	21885	Tle1
R-MMU-156580	Phase II conjugation	0.362728956896586	-1.01409939883408	77	1	0.02	50	8608	76263	Gstk1
R-MMU-211859	Biological oxidations	0.387777183715583	-0.947324373088602	230	2	0.04	50	8608	13078,76263	Cyp1b1,Gstk1
R-MMU-193704	p75 NTR receptor-mediated signalling	0.388427810864496	-0.945647941460786	84	1	0.02	50	8608	235402	Lingo1
R-MMU-428157	Sphingolipid metabolism	0.388427810864496	-0.945647941460786	84	1	0.02	50	8608	22234	Ugcg
R-MMU-5688426	Deubiquitination	0.400192509284825	-0.915809574436901	236	2	0.04	50	8608	17125,19211	Smad1,Pten
R-MMU-202424	Downstream TCR signaling	0.402653947321732	-0.909677777431545	88	1	0.02	50	8608	19211	Pten
R-MMU-199418	Negative regulation of the PI3K/AKT network	0.413110226578737	-0.884040829188095	91	1	0.02	50	8608	19211	Pten
R-MMU-500792	GPCR ligand binding	0.413973796646256	-0.881952600284903	401	3	0.06	50	8608	15566,66066,13617	Htr7,Gng11,Ednra
R-MMU-5620912	Anchoring of the basal body to the plasma membrane	0.419981206137896	-0.867545315996637	93	1	0.02	50	8608	52906	Ahi1
R-MMU-166520	Signalling by NGF	0.42342669742665	-0.859374867411782	407	3	0.06	50	8608	19211,18573,235402	Pten,Pde1a,Lingo1
R-MMU-15869	Metabolism of nucleotides	0.426773334420654	-0.851502239433606	95	1	0.02	50	8608	99586	Dpyd
R-MMU-382556	ABC-family proteins mediated transport	0.430140106807061	-0.843644293581661	96	1	0.02	50	8608	217265	Abca5
R-MMU-1296071	Potassium Channels	0.43681561760197	-0.828244100607356	98	1	0.02	50	8608	16493	Kcna5
R-MMU-425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	0.43681561760197	-0.828244100607356	98	1	0.02	50	8608	15203	Heph
R-MMU-211897	Cytochrome P450 - arranged by substrate type	0.440124574018881	-0.820697469371333	99	1	0.02	50	8608	13078	Cyp1b1
R-MMU-5696398	Nucleotide Excision Repair	0.443414475453495	-0.813250335843198	100	1	0.02	50	8608	56469	Pias1
R-MMU-211000	Gene Silencing by RNA	0.44668542941077	-0.805900669444008	101	1	0.02	50	8608	213988	Tnrc6b
R-MMU-5576891	Cardiac conduction	0.449937542787538	-0.798646499655995	102	1	0.02	50	8608	20541	Slc8a1
R-MMU-5693567	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	0.456385672523406	-0.784417053854615	104	1	0.02	50	8608	27223	Trp53bp1
R-MMU-73894	DNA Repair	0.458509556478746	-0.779774144582991	265	2	0.04	50	8608	27223,56469	Trp53bp1,Pias1
R-MMU-1474244	Extracellular matrix organization	0.468249856676771	-0.758753243740695	270	2	0.04	50	8608	18074,12834	Nid2,Col6a2
R-MMU-202403	TCR signaling	0.469060483965201	-0.757023555172492	108	1	0.02	50	8608	19211	Pten
R-MMU-5693538	Homology Directed Repair	0.472183657594821	-0.750387264004555	109	1	0.02	50	8608	27223	Trp53bp1
R-MMU-1257604	PIP3 activates AKT signaling	0.475288824929188	-0.743832607254002	110	1	0.02	50	8608	19211	Pten
R-MMU-198203	PI3K/AKT activation	0.484497303386261	-0.724643413433035	113	1	0.02	50	8608	19211	Pten
R-MMU-180292	GAB1 signalosome	0.484497303386261	-0.724643413433035	113	1	0.02	50	8608	19211	Pten
R-MMU-983231	Factors involved in megakaryocyte development and platelet production	0.490548107234326	-0.71223192683635	115	1	0.02	50	8608	22762	Zfpm2
R-MMU-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	0.493547353027913	-0.706136471261155	116	1	0.02	50	8608	19211	Pten
R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	0.522704458058802	-0.648739064394329	299	2	0.04	50	8608	15566,13617	Htr7,Ednra
R-MMU-597592	Post-translational protein modification	0.525498248220769	-0.643408422218226	821	5	0.1	50	8608	27223,218138,17125,19211,56469	Trp53bp1,Gmds,Smad1,Pten,Pias1
R-MMU-186763	Downstream signal transduction	0.526326036420176	-0.641834417163582	301	2	0.04	50	8608	19211,18573	Pten,Pde1a
R-MMU-2424491	DAP12 signaling	0.537083497394957	-0.621601707929172	307	2	0.04	50	8608	18573,19211	Pde1a,Pten
R-MMU-5693532	DNA Double-Strand Break Repair	0.541964903309736	-0.612554033680202	133	1	0.02	50	8608	27223	Trp53bp1
R-MMU-177929	Signaling by EGFR	0.545924020504818	-0.605275469504991	312	2	0.04	50	8608	18573,19211	Pde1a,Pten
R-MMU-112314	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	0.547353821630486	-0.602659845396046	135	1	0.02	50	8608	14402	Gabrb3
R-MMU-114608	Platelet degranulation	0.547353821630486	-0.602659845396046	135	1	0.02	50	8608	16000	Igf1
R-MMU-2559583	Cellular Senescence	0.552680591148901	-0.592975037189946	137	1	0.02	50	8608	23872	Ets2
R-MMU-2172127	DAP12 interactions	0.552914514229127	-0.592551874890152	316	2	0.04	50	8608	19211,18573	Pten,Pde1a
R-MMU-76005	Response to elevated platelet cytosolic Ca2+	0.560555750513346	-0.57882657573683	140	1	0.02	50	8608	16000	Igf1
R-MMU-187037	NGF signalling via TRKA from the plasma membrane	0.561549483044197	-0.577055382160823	321	2	0.04	50	8608	19211,18573	Pten,Pde1a
R-MMU-6805567	Keratinization	0.563150485083466	-0.574208395113563	141	1	0.02	50	8608	227937	Pkp4
R-MMU-69481	G2/M Checkpoints	0.578406516152761	-0.547478342376766	147	1	0.02	50	8608	27223	Trp53bp1
R-MMU-983168	Antigen processing: Ubiquitination & Proteasome degradation	0.583374871639754	-0.538925294742601	149	1	0.02	50	8608	20821	Trim21
R-MMU-211945	Phase 1 - Functionalization of compounds	0.585837486174367	-0.534712855214962	150	1	0.02	50	8608	13078	Cyp1b1
R-MMU-162582	Signal Transduction	0.590874017000861	-0.526152453503103	2462	14	0.28	50	8608	12834,13617,170771,235402,17125,19211,16000,12562,21828,223864,18573,21885,15566,66066	Col6a2,Ednra,Khdrbs2,Lingo1,Smad1,Pten,Igf1,Cdh5,Thbs4,Rapgef3,Pde1a,Tle1,Htr7,Gng11
R-MMU-397014	Muscle contraction	0.605031545264249	-0.502474681377944	158	1	0.02	50	8608	20541	Slc8a1
R-MMU-69275	G2/M Transition	0.618852318221924	-0.479888615987247	164	1	0.02	50	8608	21664	Phlda1
R-MMU-453274	Mitotic G2-G2/M phases	0.62335304847383	-0.472642229734145	166	1	0.02	50	8608	21664	Phlda1
R-MMU-392499	Metabolism of proteins	0.626765346766729	-0.467183055978294	1097	6	0.12	50	8608	218138,27223,56469,19211,17125,16000	Gmds,Trp53bp1,Pias1,Pten,Smad1,Igf1
R-MMU-72163	mRNA Splicing - Major Pathway	0.62780168310453	-0.465530953621315	168	1	0.02	50	8608	20646	Snrpn
R-MMU-5617833	Cilium Assembly	0.62780168310453	-0.465530953621315	168	1	0.02	50	8608	52906	Ahi1
R-MMU-201681	TCF dependent signaling in response to WNT	0.630006649437341	-0.462024904989813	169	1	0.02	50	8608	21885	Tle1
R-MMU-416476	G alpha (q) signalling events	0.632198812895829	-0.458551356937547	170	1	0.02	50	8608	13617	Ednra
R-MMU-72172	mRNA Splicing	0.647191543929514	-0.435112978945099	177	1	0.02	50	8608	20646	Snrpn
R-MMU-69620	Cell Cycle Checkpoints	0.64928387256381	-0.43188525796528	178	1	0.02	50	8608	27223	Trp53bp1
R-MMU-1168372	Downstream signaling events of B Cell Receptor (BCR)	0.651364039404468	-0.428686592753717	179	1	0.02	50	8608	19211	Pten
R-MMU-983712	Ion channel transport	0.66559044555084	-0.407080744219332	186	1	0.02	50	8608	14402	Gabrb3
R-MMU-375276	Peptide ligand-binding receptors	0.667575778941641	-0.404102368647047	187	1	0.02	50	8608	13617	Ednra
R-MMU-1483257	Phospholipid metabolism	0.673462728744352	-0.395322624315052	190	1	0.02	50	8608	19211	Pten
R-MMU-1280218	Adaptive Immune System	0.680431272371762	-0.385028457770957	594	3	0.06	50	8608	223864,19211,20821	Rapgef3,Pten,Trim21
R-MMU-983705	Signaling by the B Cell Receptor (BCR)	0.69418693061779	-0.365014002268996	201	1	0.02	50	8608	19211	Pten
R-MMU-983169	Class I MHC mediated antigen processing & presentation	0.713620497271955	-0.337403974373314	212	1	0.02	50	8608	20821	Trim21
R-MMU-72203	Processing of Capped Intron-Containing Pre-mRNA	0.739744506347346	-0.301450414093238	228	1	0.02	50	8608	20646	Snrpn
R-MMU-71291	Metabolism of amino acids and derivatives	0.745901576954303	-0.293161621860092	232	1	0.02	50	8608	72560	Naalad2
R-MMU-195721	Signaling by Wnt	0.753397460659787	-0.283162354237194	237	1	0.02	50	8608	21885	Tle1
R-MMU-375165	NCAM signaling for neurite out-growth	0.753397460659787	-0.283162354237194	237	1	0.02	50	8608	12834	Col6a2
R-MMU-446203	Asparagine N-linked glycosylation	0.771887258022868	-0.258916778452551	250	1	0.02	50	8608	218138	Gmds
R-MMU-556833	Metabolism of lipids and lipoproteins	0.782028063968837	-0.245864651652584	697	3	0.06	50	8608	19211,22234,13078	Pten,Ugcg,Cyp1b1
R-MMU-2428928	IRS-related events triggered by IGF1R	0.792786565645156	-0.232201241562563	266	1	0.02	50	8608	16000	Igf1
R-MMU-2428924	IGF1R signaling cascade	0.792786565645156	-0.232201241562563	266	1	0.02	50	8608	16000	Igf1
