Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of osteoblast proliferation	2/124	0.044261357789946977059347688054913305677473545074462890625	0.422098820937072016779012528786552138626575469970703125	0.016698715697375431099569453863296075724065303802490234375	0.224703672230263495901425585543620400130748748779296875	-3.0304705402155845	9.447926076284382	TNFRSF9;FYN
regulation of stem cell proliferation	2/125	0.044904851536120594934775596129838959313929080963134765625	0.422098820937072016779012528786552138626575469970703125	0.0169498282185888450579458464062554412521421909332275390625	0.224703672230263495901425585543620400130748748779296875	-3.0426778090149176	9.442066493855185	TNFRSF9;FYN
regulation of fat cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.979440026822322	9.420209446377035	TNFRSF9;FYN
regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9921221844475165	9.415925722970682	TNFRSF9;FYN
regulation of hair follicle cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9768960143660927	9.412165944928399	TNFRSF9;FYN
regulation of cell proliferation involved in kidney development	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.975945822760473	9.40916168780003	TNFRSF9;FYN
regulation of cell proliferation in bone marrow	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.973127766240185	9.400251730756473	TNFRSF9;FYN
regulation of skeletal muscle cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.971813362482199	9.396095930140966	TNFRSF9;FYN
regulation of cell proliferation involved in compound eye morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.98475066697935	9.392728254195303	TNFRSF9;FYN
regulation of mesenchymal cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9676403568876704	9.382901978805322	TNFRSF9;FYN
regulation of synoviocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9664598230506174	9.379169439837106	TNFRSF9;FYN
regulation of cardiac muscle cell proliferation	2/123	0.043621379186643279013413376787866582162678241729736328125	0.422098820937072016779012528786552138626575469970703125	0.016449235448158343320113061736265080980956554412841796875	0.224703672230263495901425585543620400130748748779296875	-2.9933408631569063	9.375765900442888	TNFRSF9;FYN
regulation of cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.965188774290158	9.37515071637488	TNFRSF9;FYN
regulation of hemocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.963864033142578	9.370962231639464	TNFRSF9;FYN
retinal ganglion cell axon guidance	2/130	0.04817425058170250740108286890972522087395191192626953125	0.422098820937072016779012528786552138626575469970703125	0.0182296908689059573849267081868674722500145435333251953125	0.224703672230263495901425585543620400130748748779296875	-3.087795116791818	9.365068360995572	ALCAM;FYN
regulation of mammary stem cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9603694476651374	9.359913267126199	TNFRSF9;FYN
regulation of epithelial cell proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9728312626799354	9.355219015391919	TNFRSF9;FYN
regulation of germ cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.957591465700899	9.351130015338684	TNFRSF9;FYN
regulation of trophectodermal cell proliferation	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0400534579517022	9.347330946231814	TNFRSF9;FYN
regulation of glial cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.954816892046225	9.342357539733829	TNFRSF9;FYN
regulation of leukocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.954229142443076	9.340499229341996	TNFRSF9;FYN
regulation of fibroblast proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9676485735729115	9.338909582598486	TNFRSF9;FYN
regulation of chorionic trophoblast cell proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9673721924107435	9.338039837202484	TNFRSF9;FYN
regulation of cell proliferation involved in embryonic placenta development	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0354704333339404	9.333239401977915	TNFRSF9;FYN
regulation of cell proliferation involved in heart morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.965813419012892	9.333134524642254	TNFRSF9;FYN
regulation of sebum secreting cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9497668084954696	9.326390497490472	TNFRSF9;FYN
regulation of growth plate cartilage chondrocyte proliferation	2/126	0.045551837558692305496510499551732209511101245880126953125	0.422098820937072016779012528786552138626575469970703125	0.0172025677414354323524481316098899696953594684600830078125	0.224703672230263495901425585543620400130748748779296875	-3.0171680374327305	9.319743368445565	TNFRSF9;FYN
regulation of cell proliferation involved in tissue homeostasis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9575241566128243	9.307048999304103	TNFRSF9;FYN
regulation of neural precursor cell proliferation	2/123	0.043621379186643279013413376787866582162678241729736328125	0.422098820937072016779012528786552138626575469970703125	0.016449235448158343320113061736265080980956554412841796875	0.224703672230263495901425585543620400130748748779296875	-2.968746296439582	9.29873060426173	TNFRSF9;FYN
regulation of cell proliferation involved in kidney morphogenesis	2/124	0.044261357789946977059347688054913305677473545074462890625	0.422098820937072016779012528786552138626575469970703125	0.016698715697375431099569453863296075724065303802490234375	0.224703672230263495901425585543620400130748748779296875	-2.978921520602542	9.287214622354753	TNFRSF9;FYN
regulation of smooth muscle cell proliferation	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0039745291327513	9.236398131226812	TNFRSF9;FYN
axon extension involved in axon guidance	2/139	0.05427022206375901880459622361740912310779094696044921875	0.422098820937072016779012528786552138626575469970703125	0.0206338616580930590826969961426584632135927677154541015625	0.224703672230263495901425585543620400130748748779296875	-3.10947040828582	9.060311439614033	ALCAM;FYN
regulation of keratinocyte differentiation	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-2.1915753903807498	9.049822018784658	ERRFI1
regulation of cornification	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-2.168685821200939	8.95530255663284	ERRFI1
cytoplasmic sequestering of protein involved in mitotic G2 DNA damage checkpoint	1/10	0.0266802316593241252429269394497168832458555698394775390625	0.422098820937072016779012528786552138626575469970703125	0.017279642651620276405655118878712528385221958160400390625	0.224703672230263495901425585543620400130748748779296875	-2.4592802623962284	8.91201943428931	FANCI
DNA double-strand break processing involved in repair via synthesis-dependent strand annealing	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.7507534398266635	8.871089406601465	RBBP8
positive regulation of retrograde protein transport, ER to cytosol	1/13	0.034547169573155490918114907117342227138578891754150390625	0.422098820937072016779012528786552138626575469970703125	0.0219426899699146742139799215465245652012526988983154296875	0.224703672230263495901425585543620400130748748779296875	-2.6342075202398196	8.8652401053902	EDEM2
interstrand cross-link repair	2/147	0.05990576092122092133340771624716580845415592193603515625	0.422098820937072016779012528786552138626575469970703125	0.0228767220615182891030325862402605707757174968719482421875	0.224703672230263495901425585543620400130748748779296875	-3.1342695248097847	8.822914184947653	FANCI;RBBP8
detection of DNA damage stimulus involved in mitotic G2 DNA damage checkpoint	1/10	0.0266802316593241252429269394497168832458555698394775390625	0.422098820937072016779012528786552138626575469970703125	0.017279642651620276405655118878712528385221958160400390625	0.224703672230263495901425585543620400130748748779296875	-2.4338820128925827	8.819980435467404	FANCI
regulation of myeloid cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1799149356396943	8.728310260009554	TNFRSF9;FYN
regulation of glial cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1765851358844994	8.719170542138075	TNFRSF9;FYN
regulation of apoptotic process involved in development	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.176502480922173	8.718943668724693	TNFRSF9;FYN
modulation of apoptotic process in other organism	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.170864964547209	8.703469672403257	TNFRSF9;FYN
regulation of leukocyte apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1705267425104755	8.70254131207503	TNFRSF9;FYN
regulation of compound eye retinal cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.167555303544069	8.694385231883452	TNFRSF9;FYN
regulation of myofibroblast cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.165803314945555	8.689576329642563	TNFRSF9;FYN
regulation of fat cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1637357017696406	8.683901093146517	TNFRSF9;FYN
regulation of mesenchymal cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.161494961781852	8.677750653835632	TNFRSF9;FYN
regulation of apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1580894057909696	8.668402998348654	TNFRSF9;FYN
regulation of muscle cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1567635697481586	8.664763810329548	TNFRSF9;FYN
regulation of cysteine-type endopeptidase activity involved in apoptotic process	2/161	0.07022563294981605530598045561418985016644001007080078125	0.442600604702385658217878017239854671061038970947265625	0.0270333394806411657362854583652733708731830120086669921875	0.2258078944853556258021143321457202546298503875732421875	-3.2602632136810126	8.659395677297315	TNFRSF9;FYN
regulation of epithelial cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.153880420277761	8.656850069360702	TNFRSF9;FYN
regulation of execution phase of apoptosis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.1666769133518295	8.655917408437574	TNFRSF9;FYN
regulation of apoptotic process in bone marrow	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1514376474991668	8.650145085379116	TNFRSF9;FYN
regulation of apoptosis involved in tissue homeostasis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.149956442841444	8.610213026295563	TNFRSF9;FYN
regulation of fibroblast apoptotic process	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.1471694756868716	8.602595022258495	TNFRSF9;FYN
regulation of anoikis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.1437276614746295	8.59318703389355	TNFRSF9;FYN
regulation of apoptosis by sphingosine-1-phosphate signaling pathway	2/159	0.0687173375268474995181122721987776458263397216796875	0.439543330126682174618935050602885894477367401123046875	0.0264218872054341642752195440380091895349323749542236328125	0.224703672230263495901425585543620400130748748779296875	-3.176672745624353	8.506347343920272	TNFRSF9;FYN
regulation of apoptotic signaling pathway	2/167	0.074815399280954431038281882138107903301715850830078125	0.448960140115877759381390887938323430716991424560546875	0.0289022120300591427166647662261311779730021953582763671875	0.226081697197770103979763689494575373828411102294921875	-3.2320428403776975	8.379819418798748	TNFRSF9;FYN
detection of mechanical stimulus involved in sensory perception	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.5977248177680003	8.377577131602013	DENND5B
negative regulation of keratinocyte differentiation	1/13	0.034547169573155490918114907117342227138578891754150390625	0.422098820937072016779012528786552138626575469970703125	0.0219426899699146742139799215465245652012526988983154296875	0.224703672230263495901425585543620400130748748779296875	-2.4804376381256286	8.347738384115127	ERRFI1
detection of renal blood flow	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.573361069254134	8.299004843654577	DENND5B
baroreceptor detection of arterial stretch	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.5717954042126654	8.29395562537039	DENND5B
detection of mechanical stimulus	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.5666285137304583	8.27729257343773	DENND5B
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.6167115456066155	8.273379727963361	ZNF593
negative regulation of intracellular estrogen receptor signaling pathway	1/20	0.052661464551320869009742864363943226635456085205078125	0.422098820937072016779012528786552138626575469970703125	0.032741322172694396763770185998509987257421016693115234375	0.2324633874261302357577818611389375291764736175537109375	-2.779045747096133	8.181153054735905	CRIPAK
regulation of neuron apoptotic process	2/182	0.08669248913332321115898793095766450278460979461669921875	0.448960140115877759381390887938323430716991424560546875	0.033795097891792469368965612375177443027496337890625	0.234579367191091403554992211866192519664764404296875	-3.31394744178205	8.103887404443519	TNFRSF9;FYN
DNA double-strand break processing involved in repair via single-strand annealing	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.6999982012036043	8.083385412037773	RBBP8
negative regulation of peptidyl-tyrosine autophosphorylation	1/18	0.0475202683964386640713684073489275760948657989501953125	0.422098820937072016779012528786552138626575469970703125	0.02966764138848658471925290314175072126090526580810546875	0.226081697197770103979763689494575373828411102294921875	-2.536671504138555	7.728220755894957	ERRFI1
choline transport	1/18	0.0475202683964386640713684073489275760948657989501953125	0.422098820937072016779012528786552138626575469970703125	0.02966764138848658471925290314175072126090526580810546875	0.226081697197770103979763689494575373828411102294921875	-2.4900538491504145	7.586195456882957	SLC44A1
actin filament depolymerization	1/17	0.0449394110751306918860592531927977688610553741455078125	0.422098820937072016779012528786552138626575469970703125	0.0281273148688841734266219418714172206819057464599609375	0.226081697197770103979763689494575373828411102294921875	-2.3663303873677024	7.341398323852956	MICAL2
alveolar primary septum development	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-1.765999719055516	7.292463317859909	ERRFI1
negative regulation of catenin import into nucleus	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.2831109874002	7.218619183135182	DACT1
positive regulation of keratinocyte differentiation	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.5311466941667335	7.216784778327981	ERRFI1
actin filament fragmentation	1/7	0.018750387031592048725503474315701168961822986602783203125	0.422098820937072016779012528786552138626575469970703125	0.01259542695952913481105550630445577553473412990570068359375	0.224703672230263495901425585543620400130748748779296875	-1.7997778748068853	7.1568903032568905	MICAL2
lung epithelium development	1/27	0.07044206807235152412172141112023382447659969329833984375	0.442600604702385658217878017239854671061038970947265625	0.043426345437558376560982509317909716628491878509521484375	0.265799183281607287465675426574307493865489959716796875	-2.618418421027779	6.94657147438671	ERRFI1
N-glycan diversification	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.195148125591042	6.94050287378217	EDEM2
N-glycan processing to secreted and cell-surface N-glycans	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.1930678079329153	6.933925435787765	EDEM2
Golgi apparatus mannose trimming	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.185807630516821	6.9109705920425375	EDEM2
trimming of terminal mannose on C branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.2936282705938167	6.866775427809767	EDEM2
trimming of first mannose on A branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.264127127844011	6.778453477507757	EDEM2
trimming of second mannose on A branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.260825674561339	6.768569426736248	EDEM2
trimming of terminal mannose on B branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.253234903710106	6.7458438092385675	EDEM2
regulation of intermediate filament polymerization or depolymerization	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.2071423467206137	6.607849679240152	CRIPAK
negative regulation of cytoskeleton organization	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.2060261940341674	6.604508087257162	CRIPAK
choline catabolic process	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-1.5880188812298024	6.557514882069593	SLC44A1
establishment of bipolar cell polarity involved in cell morphogenesis	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.276853828443106	6.491747036809083	FRYL
cell morphogenesis	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.263181320241541	6.45276409311087	FRYL
cell morphogenesis involved in conjugation	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.260348949409968	6.444688460532567	FRYL
