Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
MP:0010685_abnormal_hair_follicle_inner_root_sheath_morphology	1/12	0.0131240197834685649869168599934710073284804821014404296875	0.06780743554792091620786465000492171384394168853759765625	0.00948898195355999708733296671425705426372587680816650390625	0.049026406760059988709787859306743484921753406524658203125	0.20643756602119012	-0.8945582079515911	FOXN1
MP:0001926_female_infertility	1/257	0.247746956098664095069494806011789478361606597900390625	0.263534752320637777334155771313817240297794342041015625	0.1747853318417076362578654880053363740444183349609375	0.18501666833975882742180374407325871288776397705078125	0.7763658995196321	-1.0833001331545695	FOXN1
MP:0001923_reduced_female_fertility	1/227	0.2221803197179033351194021861374494619667530059814453125	0.238678858310816977006396655269782058894634246826171875	0.1558748475423351320667819663867703638970851898193359375	0.1666248370280134227794377466125297360122203826904296875	0.8014363450403772	-1.2055734256342816	FOXN1
MP:0000219_increased_neutrophil_cell_number	1/135	0.138501533578851143690968683586106635630130767822265625	0.162458555603301080250133736626594327390193939208984375	0.09561593066996167122884031641660840250551700592041015625	0.11215490246152261255563331587836728431284427642822265625	0.6287630470280541	-1.242985244784246	FOXN1
MP:0001922_reduced_male_fertility	1/212	0.20908802062836084889596577340853400528430938720703125	0.226860502381771522717457401085994206368923187255859375	0.1462850372274699939367792467237450182437896728515625	0.15792961730527854680161681244499050080776214599609375	0.810583762016653	-1.2685635586545247	FOXN1
MP:0001614_abnormal_blood_vessel_morphology	1/146	0.1489411974982320641114341697175404988229274749755859375	0.1728355072573067030550220124496263451874256134033203125	0.103004100886078642229648494321736507117748260498046875	0.11952882295336397788787508034147322177886962890625	0.669946842792648	-1.2757152559067537	FBXW7
MP:0001575_cyanosis	1/192	0.19130410149929577556804360938258469104766845703125	0.2086079900771215245303125129794352687895298004150390625	0.13335754510387920479530521333799697458744049072265625	0.144692936437708918884226250156643800437450408935546875	0.7804434783780587	-1.290768415727593	NDST1
MP:0002083_premature_death	1/834	0.60842558664775980847849723431863822042942047119140625	0.61124237177112916707955037054489366710186004638671875	0.4755521522719321492189692435204051434993743896484375	0.47775378260652445749911976236035116016864776611328125	2.6733815989049465	-1.3283516235809296	FOXN1
MP:0000130_abnormal_trabecular_bone_morphology	1/118	0.12212671804757151139408932749574887566268444061279296875	0.14888481919282592347286708900355733931064605712890625	0.08409814134341962732488440224187797866761684417724609375	0.102524138604056513912610171246342360973358154296875	0.6369133183188196	-1.339235150960569	FOXN1
MP:0000598_abnormal_liver_morphology	1/173	0.1740563074355020722894238360822782851755619049072265625	0.193693429300020258931880334785091690719127655029296875	0.12092573322472717489706184323949855752289295196533203125	0.1338820617845193627903910282839206047356128692626953125	0.7710358112702871	-1.348060836154407	FOXN1
MP:0001688_abnormal_somite_development	1/84	0.0884814505837852038894197903573513031005859375	0.12000296735425867999946802910926635377109050750732421875	0.060695594991209682322885754501839983277022838592529296875	0.08180710629250000087697713979650870896875858306884765625	0.5699686414885285	-1.3821524945007984	FBXW7
MP:0000689_abnormal_spleen_morphology	1/164	0.1657642729483556343073047401048825122416019439697265625	0.1863774467864931227989444550985353998839855194091796875	0.114985320568288695852743330760858952999114990234375	0.1286176008418487004547614560578949749469757080078125	0.7719040010735617	-1.3872570265013227	FOXN1
MP:0000267_abnormal_heart_development	1/157	0.1592600370140971610677382841458893381059169769287109375	0.1818917264845214820656593701642123050987720489501953125	0.110341905761003056252178566865040920674800872802734375	0.1253622698960087100683580274562700651586055755615234375	0.7624015386299386	-1.4006970369026779	FBXW7
MP:0000929_open_neural_tube	1/137	0.1404087017428745642888543443405069410800933837890625	0.1638101520333536675888552736068959347903728485107421875	0.096962992962643712591130906730541028082370758056640625	0.11312349178975099339705678858081228099763393402099609375	0.7134839967168461	-1.4007102205989714	FBXW7
MP:0001297_microphthalmia	1/150	0.1527074120849478966466250540179316885769367218017578125	0.1753307323938290418485763666467391885817050933837890625	0.1056782064754129002448479468512232415378093719482421875	0.12069563581665578022583673600820475257933139801025390625	0.761165515262318	-1.4304062341239565	NDST1
MP:0000438_abnormal_cranium_morphology	1/133	0.1365903267372837459614487443104735575616359710693359375	0.16196776449175176448846968924044631421566009521484375	0.094267194277720067763226552415289916098117828369140625	0.11178131780472817802252194496759329922497272491455078125	0.7380489969848545	-1.469285173550179	NDST1
MP:0000062_increased_bone_mineral_density	1/106	0.11038960590795625360538423365142080001533031463623046875	0.1368831113258657528053419127900269813835620880126953125	0.0758945573317266475310560736033949069678783416748046875	0.09410925109134103683228289582984871231019496917724609375	0.6787073305866682	-1.4956940169033133	FOXN1
MP:0001790_abnormal_immune_system_physiology	1/109	0.1133378478492482466233326476867659948766231536865234375	0.1397404146777662947709330865109222941100597381591796875	0.07795117108545633610727776385829201899468898773193359375	0.0961102507133183292520328677710494957864284515380859375	0.6885790615994555	-1.499299734777392	FOXN1
MP:0000694_spleen_hypoplasia	1/93	0.09750541121946409983678449862054549157619476318359375	0.125199255826175803729682911580312065780162811279296875	0.0669383344361343668449393362607224844396114349365234375	0.08595040575527311543790887071736506186425685882568359375	0.6483185014265259	-1.509186539753397	FOXN1
MP:0000692_small_spleen	1/85	0.08948834996739303548896060647166450507938861846923828125	0.12047385710188847351975738320106756873428821563720703125	0.061390946802105376967073624427939648739993572235107421875	0.08215020550092173856615573868111823685467243194580078125	0.6387260462651672	-1.5416590968932213	FOXN1
MP:0001722_pale_yolk_sac	1/82	0.08646446228406302891844603664139867760241031646728515625	0.11875182478254227291802891386396368034183979034423828125	0.059303603468084463423704022488891496323049068450927734375	0.0809363644815995486592186125562875531613826751708984375	0.631829716888501	-1.5467329145815232	FBXW7
MP:0000222_decreased_neutrophil_cell_number	1/98	0.1024818091872212455495372296354616992175579071044921875	0.12854654678397114953014579441514797508716583251953125	0.070391556752989525858055230855825357139110565185546875	0.0882946116497036193049297025936539284884929656982421875	0.6877775755436866	-1.5668054391644939	IL23A
MP:0000715_decreased_thymocyte_number	1/101	0.10545506383619333845569343566239695064723491668701171875	0.1315157980026089301617275850730948150157928466796875	0.072458373207192894316364117912598885595798492431640625	0.09036475279287849160514412005795747973024845123291015625	0.7166789425896649	-1.6121480332611275	FOXN1
MP:0001293_anophthalmia	1/80	0.0844432141331313557142124182064435444772243499755859375	0.11746267606980452524734204189371666871011257171630859375	0.05790989333153533091813613964404794387519359588623046875	0.08004106275759979849393488393616280518472194671630859375	0.6539712044415963	-1.6164049258832047	NDST1
MP:0000706_small_thymus	1/84	0.0884814505837852038894197903573513031005859375	0.12000296735425867999946802910926635377109050750732421875	0.060695594991209682322885754501839983277022838592529296875	0.08180710629250000087697713979650870896875858306884765625	0.676707982488312	-1.6409913773539548	FOXN1
MP:0000519_hydronephrosis	1/86	0.09049418759266276979236209854207118041813373565673828125	0.12047385710188847351975738320106756873428821563720703125	0.062085869595166660872553876515667070634663105010986328125	0.08215020550092173856615573868111823685467243194580078125	0.7007037026459859	-1.6834193833376803	NDST1
MP:0001800_abnormal_humoral_immune_response	1/92	0.0965069760956523137185314453745377250015735626220703125	0.125199255826175803729682911580312065780162811279296875	0.06624640884090225723124234491479001007974147796630859375	0.08595040575527311543790887071736506186425685882568359375	0.7207117781029294	-1.6851250239553073	FOXN1
MP:0001127_small_ovary	1/87	0.091498964528545945196214006500667892396450042724609375	0.12106875184569798609146573653561063110828399658203125	0.06278036358406384465080662948821554891765117645263671875	0.0825656902893445732161126215942203998565673828125	0.7206281717440176	-1.7233301161035561	FOXN1
MP:0000259_abnormal_vascular_development	1/68	0.07222578746204387500906562991076498292386531829833984375	0.10518789180713772335451494654989801347255706787109375	0.049511446492440054634176505032883142121136188507080078125	0.07162655925906329101859881802738527767360210418701171875	0.6674949215069519	-1.7541487055664033	FBXW7
MP:0001216_abnormal_epidermal_layer_morphology	1/61	0.06502725205162317168028351943576126359403133392333984375	0.10007740209363281957966052004849188961088657379150390625	0.044583606187015602240197864603032940067350864410400390625	0.06813128551114357167595159125994541682302951812744140625	0.6545788070662769	-1.788930387938554	FOXN1
MP:0000322_increased_granulocyte_number	1/73	0.07733517544590685910410599035458290018141269683837890625	0.10897229267377785133508183434969396330416202545166015625	0.053018349253710080060120191092210006900131702423095703125	0.07422568895519410236971680205897428095340728759765625	0.7189741930091413	-1.8402909284952393	FOXN1
MP:0000060_delayed_bone_ossification	1/76	0.08038790398919777591135726879656431265175342559814453125	0.11254306558487688072478505318940733559429645538330078125	0.05511731042533470070754475500507396645843982696533203125	0.0766695920660104557331493424499058164656162261962890625	0.7334334506513993	-1.8489061970438603	NDST1
MP:0001787_pericardial_edema	1/72	0.07631545143605789061069799572578631341457366943359375	0.10823825465114093880014678461520816199481487274169921875	0.0523178326836790386078490655563655309379100799560546875	0.0737205824179113788918726868359954096376895904541015625	0.7254903631278454	-1.8665995382585778	FBXW7
MP:0001828_abnormal_T_cell_activation	1/62	0.066058868509043688899140533976606093347072601318359375	0.10024317808715021982379766996018588542938232421875	0.045288884037380995606358879967956454493105411529541015625	0.06824783219521997346124209116169367916882038116455078125	0.7006596332223652	-1.9038386524983992	FOXN1
MP:0001915_intracranial_hemorrhage	1/62	0.066058868509043688899140533976606093347072601318359375	0.10024317808715021982379766996018588542938232421875	0.045288884037380995606358879967956454493105411529541015625	0.06824783219521997346124209116169367916882038116455078125	0.7033630034213922	-1.9111842742994578	FBXW7
MP:0001177_atelectasis	1/67	0.07120067407337342391127066321132588200271129608154296875	0.1043955829319056227699746841608430258929729461669921875	0.048808768902597825245504026270282338373363018035888671875	0.07108391175747467982670713126935879699885845184326171875	0.7394397115652467	-1.9537867912380766	NDST1
MP:0000787_abnormal_telencephalon_morphology	1/36	0.03888049727217122997213749613365507684648036956787109375	0.07959498026472790199736806471264571882784366607666015625	0.0268100127152975965805214997317307279445230960845947265625	0.054884648671882814430222907731149462051689624786376953125	0.6092690518458843	-1.9784565502879654	NDST1
MP:0001239_abnormal_epidermis_stratum_granulosum_morphology	1/32	0.03463278174485136251536943063911166973412036895751953125	0.076694218585389994924383927354938350617885589599609375	0.0239408346187108718450264888133460772223770618438720703125	0.05297977467670690610024308853098773397505283355712890625	0.5980037520339625	-2.0110594664427146	FOXN1
MP:0000377_abnormal_hair_follicle_morphology	1/60	0.06399454794568011639643856369730201549828052520751953125	0.09990515758426320169771628343369229696691036224365234375	0.0438778942147701467302312039464595727622509002685546875	0.0680107360328937315951947084613493643701076507568359375	0.7562899767017113	-2.0790089186219607	FOXN1
MP:0010210_abnormal_circulating_cytokine_level	1/15	0.0163792430449216271093337837783110444433987140655517578125	0.0693789970227275676339928622837760485708713531494140625	0.0116680570094957018756343103405015426687896251678466796875	0.0490814833683438644928997973693185485899448394775390625	0.5082647772067914	-2.0898528253414295	FOXN1
MP:0010466_vascular_ring	1/21	0.022858967704329401227081319802891812287271022796630859375	0.071889796983180875855623526149429380893707275390625	0.0160142239470319434901934840809190063737332820892333984375	0.050363573862404809045045794846373610198497772216796875	0.5564608142410536	-2.1025380950391614	NDST1
MP:0000367_abnormal_coat/_hair_morphology	1/50	0.053607444957533466334265170871731243096292018890380859375	0.09159697288019498506717042118907556869089603424072265625	0.036796850592892151043944437560639926232397556304931640625	0.06287335888706768738387609118944965302944183349609375	0.7577728622307968	-2.2172944097397127	FOXN1
MP:0001231_abnormal_epidermis_stratum_basale_morphology	1/31	0.033568056278410286774604998072391026653349399566650390625	0.076694218585389994924383927354938350617885589599609375	0.0232224397465951269692308045478057465516030788421630859375	0.05297977467670690610024308853098773397505283355712890625	0.6770891307043129	-2.298162636326075	FOXN1
MP:0000276_heart_right_ventricle_hypertrophy	1/38	0.040997658919746771122305517565109767019748687744140625	0.08087719986895498813783689229239826090633869171142578125	0.028241963951819874789617159649424138478934764862060546875	0.055713692523135571743608807082637213170528411865234375	0.7258321966351993	-2.3184824632750205	NDST1
MP:0001683_absent_mesoderm	1/60	0.06399454794568011639643856369730201549828052520751953125	0.09990515758426320169771628343369229696691036224365234375	0.0438778942147701467302312039464595727622509002685546875	0.0680107360328937315951947084613493643701076507568359375	0.8616336193930126	-2.3685941034349027	BMPR1A
MP:0001622_abnormal_vasculogenesis	1/43	0.046271104331897371098047955229048966430127620697021484375	0.08298206314067545219526067512560985051095485687255859375	0.031814162259110011221618918852982460521161556243896484375	0.05705515049774274871641210893358220346271991729736328125	0.780382021648191	-2.398299378490334	FBXW7
MP:0000830_abnormal_diencephalon_morphology	1/33	0.035696387452186124911168718654153053648769855499267578125	0.076694218585389994924383927354938350617885589599609375	0.024658789135241464263170740878194919787347316741943359375	0.05297977467670690610024308853098773397505283355712890625	0.7444362372791486	-2.4809869561312095	NDST1
MP:0005274_abnormal_viscerocranium_morphology	1/13	0.0142102350916102383726613567205276922322809696197509765625	0.0693789970227275676339928622837760485708713531494140625	0.0102157847065917524453926290561867062933743000030517578125	0.0490814833683438644928997973693185485899448394775390625	0.5884024340980017	-2.5029420334988712	NDST1
MP:0001199_thin_skin	1/33	0.035696387452186124911168718654153053648769855499267578125	0.076694218585389994924383927354938350617885589599609375	0.024658789135241464263170740878194919787347316741943359375	0.05297977467670690610024308853098773397505283355712890625	0.757182820247346	-2.5234675669554827	FOXN1
MP:0011191_increased_embryonic_epiblast_cell_apoptosis	1/8	0.0087677229959816672943961890496211708523333072662353515625	0.0559587026508241713873559319836203940212726593017578125	0.006577321857913779636073403622731348150409758090972900390625	0.038575103869386222210646764096964034251868724822998046875	0.5419313903547563	-2.5669545710958674	BMPR1A
MP:0000579_abnormal_nail_morphology	1/16	0.01746203797354654863038803114250185899436473846435546875	0.0693789970227275676339928622837760485708713531494140625	0.0123935269945994498697050545388265163637697696685791015625	0.0490814833683438644928997973693185485899448394775390625	0.6439110805856698	-2.606375630917781	FOXN1
MP:0001284_absent_vibrissae	1/29	0.031435241605133938669336401972032035700976848602294921875	0.07664547672262993216474313840080867521464824676513671875	0.021784328074901722349654420440856483764946460723876953125	0.05297977467670690610024308853098773397505283355712890625	0.7609496936430344	-2.632753284643688	FOXN1
MP:0001927_abnormal_estrous_cycle	1/28	0.0303671501417389043397943027002838789485394954681396484375	0.07574335150295795349162375487139797769486904144287109375	0.0210646108426635510213476010221711476333439350128173828125	0.052540466124804487135779851314509869553148746490478515625	0.7553605292650541	-2.6395271821563306	FOXN1
MP:0001179_thick_pulmonary_interalveolar_septum	1/32	0.03463278174485136251536943063911166973412036895751953125	0.076694218585389994924383927354938350617885589599609375	0.0239408346187108718450264888133460772223770618438720703125	0.05297977467670690610024308853098773397505283355712890625	0.8034720509700531	-2.702040026721606	NDST1
MP:0001693_failure_of_primitive_streak_formation	1/32	0.03463278174485136251536943063911166973412036895751953125	0.076694218585389994924383927354938350617885589599609375	0.0239408346187108718450264888133460772223770618438720703125	0.05297977467670690610024308853098773397505283355712890625	0.8094694410985892	-2.7222089774195233	BMPR1A
MP:0000685_abnormal_immune_system_morphology	1/40	0.04311036840287497950985340366969467140734195709228515625	0.08191296780216016093500996930742985568940639495849609375	0.029672158946927797151804639952388242818415164947509765625	0.05635805001290712656913939326841500587761402130126953125	0.8660050784326813	-2.7227128173842847	FOXN1
MP:0001807_decreased_IgA_level	1/47	0.050469919439111644854367710877340869046747684478759765625	0.0869204168118033748680062444691429845988750457763671875	0.034664035907501493383175983353794435970485210418701171875	0.0596991729518081271077534211144666187465190887451171875	0.9278160183733872	-2.770809136415094	IL23A
MP:0011400_lethality,_complete_penetrance	1/23	0.025009806514768480323329669090526294894516468048095703125	0.0733395677527670375450696838015574030578136444091796875	0.0174594020588934757676202735865444992668926715850830078125	0.051198516848376819654564684469733037985861301422119140625	0.7534178099051825	-2.778972001155992	FBXW7
MP:0002169_no_abnormal_phenotype_detected	3/1674	0.27835910436050526062246035507996566593647003173828125	0.29040348868379639579728745957254432141780853271484375	0.1047427155601098058834708126596524380147457122802734375	0.12026015490234830129789855845956481061875820159912109375	2.2074733702628664	-2.823012433615964	FBXW7;IL23A;FOXN1
MP:0010714_iris_coloboma	1/7	0.00767578418002839470146714262455134303309023380279541015625	0.0559587026508241713873559319836203940212726593017578125	0.0058482934735288767680305710428001475520431995391845703125	0.03845696011381109780113973783954861573874950408935546875	0.5852362306561514	-2.84991598703892	NDST1
MP:0003810_abnormal_hair_cuticle	1/13	0.0142102350916102383726613567205276922322809696197509765625	0.0693789970227275676339928622837760485708713531494140625	0.0102157847065917524453926290561867062933743000030517578125	0.0490814833683438644928997973693185485899448394775390625	0.6814581795281833	-2.898781892748976	FOXN1
MP:0002625_heart_left_ventricle_hypertrophy	1/54	0.0577754212669694677817489036897313781082630157470703125	0.09718811174366182026318483622162602841854095458984375	0.03963449379178669851331306972497259266674518585205078125	0.0666719779288194869248940221950761042535305023193359375	1.0252801615633196	-2.923270421482893	NDST1
MP:0000716_abnormal_immune_system_cell_morphology	1/35	0.03782024409708388545947599368446390144526958465576171875	0.07959498026472790199736806471264571882784366607666015625	0.0260933779675521504426427554790279828011989593505859375	0.054884648671882814430222907731149462051689624786376953125	0.8931818568567307	-2.925090875079504	FOXN1
MP:0005251_blepharitis	1/15	0.0163792430449216271093337837783110444433987140655517578125	0.0693789970227275676339928622837760485708713531494140625	0.0116680570094957018756343103405015426687896251678466796875	0.0490814833683438644928997973693185485899448394775390625	0.7212205301288516	-2.9654716009777515	FOXN1
MP:0000952_abnormal_CNS_glial_cell_morphology	1/20	0.0217818506219978232085754399349752929992973804473876953125	0.07054718783542578142142787100965506397187709808349609375	0.0152909708954831989602407560369101702235639095306396484375	0.049524487825669462337518922367962659336626529693603515625	0.7772887578826873	-2.9744339419539236	NDST1
MP:0001211_wrinkled_skin	1/24	0.0260835305100045322657109636566019617021083831787109375	0.0736609910734884743011008367830072529613971710205078125	0.0181813275533554731533403270304916077293455600738525390625	0.051273874734819903375981908766334527172148227691650390625	0.8257344117243299	-3.0110002189827765	FOXN1
MP:0005170_cleft_upper_lip	1/20	0.0217818506219978232085754399349752929992973804473876953125	0.07054718783542578142142787100965506397187709808349609375	0.0152909708954831989602407560369101702235639095306396484375	0.049524487825669462337518922367962659336626529693603515625	0.7918680533076369	-3.030224213872778	NDST1
MP:0001935_decreased_litter_size	1/272	0.260227489026814584605062918853946030139923095703125	0.27279886530830321778040570279699750244617462158203125	0.1841073540982897382978222822202951647341251373291015625	0.1920735376890811141326054212186136282980442047119140625	2.327539298341306	-3.1333312451548325	FOXN1
MP:0003743_abnormal_facial_morphology	1/58	0.06192587238424572537720536047345376573503017425537109375	0.0995401059806023946752162601114832796156406402587890625	0.0424651670393598468233875564692425541579723358154296875	0.0680107360328937315951947084613493643701076507568359375	1.1285708054023664	-3.139477695887611	NDST1
MP:0000024_lowered_ear_position	1/17	0.0185436950567658929978076542965936823748052120208740234375	0.0693789970227275676339928622837760485708713531494140625	0.01311855315835919015554633659803585032932460308074951171875	0.0490814833683438644928997973693185485899448394775390625	0.7942848798495501	-3.167310590975322	NDST1
MP:0003720_abnormal_neural_tube_closure	1/81	0.0854543712196547400328228150101494975388050079345703125	0.118112092704873106185914366506040096282958984375	0.05860696333196578622359851351575343869626522064208984375	0.08049184204453528612699386712847626768052577972412109375	1.2952931558074368	-3.1861267631480295	FBXW7
MP:0002722_abnormal_immune_system_organ_morphology	1/59	0.06296075508764097106162438421961269341409206390380859375	0.09990515758426320169771628343369229696691036224365234375	0.0431717479018631500320424265737528912723064422607421875	0.0680107360328937315951947084613493643701076507568359375	1.1616332588896436	-3.2121990297273957	FOXN1
MP:0003717_pallor	1/180	0.180451214679696880782699963674531318247318267822265625	0.198771134951747308061698049641563557088375091552734375	0.1255230484832788595550567833925015293061733245849609375	0.137568189499351067883736732255783863365650177001953125	1.8774033325849846	-3.2146679949100343	FBXW7
MP:0001890_anencephaly	1/19	0.020703600245214441588625930990019696764647960662841796875	0.07019814458143021351776980054637533612549304962158203125	0.01456727489193683326706985070586597430519759654998779296875	0.04939216643047332488958289786751265637576580047607421875	0.8310336904311447	-3.22228964577651	NDST1
MP:0008101_lymph_node_hypoplasia	1/29	0.031435241605133938669336401972032035700976848602294921875	0.07664547672262993216474313840080867521464824676513671875	0.021784328074901722349654420440856483764946460723876953125	0.05297977467670690610024308853098773397505283355712890625	0.9337918410705658	-3.230756983398271	FOXN1
MP:0001953_respiratory_failure	1/147	0.149884246435954715526150948790018446743488311767578125	0.1730046887053307280712743931871955282986164093017578125	0.103673251130422416910192850991734303534030914306640625	0.1196654015707535323453925002468167804181575775146484375	1.7038429432806814	-3.2337098456785447	NDST1
MP:0008539_decreased_susceptibility_to_induced_colitis	1/19	0.020703600245214441588625930990019696764647960662841796875	0.07019814458143021351776980054637533612549304962158203125	0.01456727489193683326706985070586597430519759654998779296875	0.04939216643047332488958289786751265637576580047607421875	0.8477028138579221	-3.286923299551015	IL23A
MP:0002412_increased_susceptibility_to_bacterial_infection	1/192	0.19130410149929577556804360938258469104766845703125	0.2086079900771215245303125129794352687895298004150390625	0.13335754510387920479530521333799697458744049072265625	0.144692936437708918884226250156643800437450408935546875	1.98822687926756	-3.288310467264908	IL23A
MP:0002151_abnormal_neural_tube_morphology	1/159	0.1611233128649460499826062687134253792464733123779296875	0.1830563292758811411164998617095989175140857696533203125	0.1116706624586455698366904698559665121138095855712890625	0.126211113299615040883594474507845006883144378662109375	1.810508727488769	-3.3052380980527887	BMPR1A
MP:0009238_coiled_sperm_flagellum	1/15	0.0163792430449216271093337837783110444433987140655517578125	0.0693789970227275676339928622837760485708713531494140625	0.0116680570094957018756343103405015426687896251678466796875	0.0490814833683438644928997973693185485899448394775390625	0.8083794132843644	-3.3238463032680956	FOXN1
MP:0002145_abnormal_T_cell_differentiation	1/93	0.09750541121946409983678449862054549157619476318359375	0.125199255826175803729682911580312065780162811279296875	0.0669383344361343668449393362607224844396114349365234375	0.08595040575527311543790887071736506186425685882568359375	1.4347139996764908	-3.3397952579530203	FOXN1
MP:0002500_granulomatous_inflammation	1/22	0.0239349526244625430970724977441932423971593379974365234375	0.07315330590856861103787878164439462125301361083984375	0.016737034262177145904626485162225435487926006317138671875	0.05115403429425972869903915807299199514091014862060546875	0.8970605890435502	-3.3482027891078854	IL23A
MP:0001313_increased_incidence_of_corneal_inflammation	1/15	0.0163792430449216271093337837783110444433987140655517578125	0.0693789970227275676339928622837760485708713531494140625	0.0116680570094957018756343103405015426687896251678466796875	0.0490814833683438644928997973693185485899448394775390625	0.8144326585448808	-3.348735676440276	FOXN1
