Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of osteoblast proliferation	2/124	0.044261357789946977059347688054913305677473545074462890625	0.422098820937072016779012528786552138626575469970703125	0.016698715697375431099569453863296075724065303802490234375	0.224703672230263495901425585543620400130748748779296875	-3.0327507977726595	9.45503510590478	TNFRSF9;FYN
regulation of stem cell proliferation	2/125	0.044904851536120594934775596129838959313929080963134765625	0.422098820937072016779012528786552138626575469970703125	0.0169498282185888450579458464062554412521421909332275390625	0.224703672230263495901425585543620400130748748779296875	-3.0426778090149176	9.442066493855185	TNFRSF9;FYN
regulation of glial cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9796266605311788	9.420799533309934	TNFRSF9;FYN
regulation of hair follicle cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.97914917711104	9.419289855724754	TNFRSF9;FYN
regulation of cell proliferation involved in kidney development	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.975945822760473	9.40916168780003	TNFRSF9;FYN
regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.989859999442202	9.408806840562612	TNFRSF9;FYN
regulation of skeletal muscle cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.974068268953582	9.403225354143864	TNFRSF9;FYN
regulation of cell proliferation involved in compound eye morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.987012505324262	9.39984604569585	TNFRSF9;FYN
regulation of fat cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9704241269119276	9.391703530923495	TNFRSF9;FYN
regulation of cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9696975901590466	9.389406411894075	TNFRSF9;FYN
regulation of cell proliferation in bone marrow	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9663662792109227	9.378873678702663	TNFRSF9;FYN
regulation of cardiac muscle cell proliferation	2/123	0.043621379186643279013413376787866582162678241729736328125	0.422098820937072016779012528786552138626575469970703125	0.016449235448158343320113061736265080980956554412841796875	0.224703672230263495901425585543620400130748748779296875	-2.9933408631569063	9.375765900442888	TNFRSF9;FYN
regulation of sebum secreting cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9632909495276563	9.369150291263336	TNFRSF9;FYN
regulation of mammary stem cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9626238589832847	9.36704112558418	TNFRSF9;FYN
retinal ganglion cell axon guidance	2/130	0.04817425058170250740108286890972522087395191192626953125	0.422098820937072016779012528786552138626575469970703125	0.0182296908689059573849267081868674722500145435333251953125	0.224703672230263495901425585543620400130748748779296875	-3.087795116791818	9.365068360995572	ALCAM;FYN
regulation of hemocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9593528245685405	9.35669897101292	TNFRSF9;FYN
regulation of leukocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9587338975168844	9.354742085690127	TNFRSF9;FYN
regulation of fibroblast proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9721509487423257	9.3530781317281	TNFRSF9;FYN
regulation of trophectodermal cell proliferation	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0400534579517022	9.347330946231814	TNFRSF9;FYN
regulation of chorionic trophoblast cell proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9696243269491536	9.345127091741094	TNFRSF9;FYN
regulation of synoviocyte proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9551893466730594	9.343535143767628	TNFRSF9;FYN
regulation of epithelial cell proliferation	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.9683322031995685	9.341060900422365	TNFRSF9;FYN
regulation of cell proliferation involved in embryonic placenta development	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0354704333339404	9.333239401977915	TNFRSF9;FYN
regulation of mesenchymal cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.9518661189488613	9.333027967614349	TNFRSF9;FYN
regulation of germ cell proliferation	2/121	0.042352059304776153159100005041182157583534717559814453125	0.422098820937072016779012528786552138626575469970703125	0.0159551928950478587310168876456373254768550395965576171875	0.224703672230263495901425585543620400130748748779296875	-2.950827685284595	9.329744712195382	TNFRSF9;FYN
regulation of growth plate cartilage chondrocyte proliferation	2/126	0.045551837558692305496510499551732209511101245880126953125	0.422098820937072016779012528786552138626575469970703125	0.0172025677414354323524481316098899696953594684600830078125	0.224703672230263495901425585543620400130748748779296875	-3.0171680374327305	9.319743368445565	TNFRSF9;FYN
regulation of cell proliferation involved in heart morphogenesis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.961305524482085	9.318948606603984	TNFRSF9;FYN
regulation of cell proliferation involved in tissue homeostasis	2/122	0.04298493867622472930367649723848444409668445587158203125	0.422098820937072016779012528786552138626575469970703125	0.0162013927501436193201467261815196252427995204925537109375	0.224703672230263495901425585543620400130748748779296875	-2.959767091514836	9.314107303456444	TNFRSF9;FYN
regulation of neural precursor cell proliferation	2/123	0.043621379186643279013413376787866582162678241729736328125	0.422098820937072016779012528786552138626575469970703125	0.016449235448158343320113061736265080980956554412841796875	0.224703672230263495901425585543620400130748748779296875	-2.968746296439582	9.29873060426173	TNFRSF9;FYN
regulation of cell proliferation involved in kidney morphogenesis	2/124	0.044261357789946977059347688054913305677473545074462890625	0.422098820937072016779012528786552138626575469970703125	0.016698715697375431099569453863296075724065303802490234375	0.224703672230263495901425585543620400130748748779296875	-2.976673262520042	9.28020535568082	TNFRSF9;FYN
regulation of smooth muscle cell proliferation	2/127	0.046202293100186649088545465247079846449196338653564453125	0.422098820937072016779012528786552138626575469970703125	0.0174569290089630173301582516387497889809310436248779296875	0.224703672230263495901425585543620400130748748779296875	-3.0039745291327513	9.236398131226812	TNFRSF9;FYN
regulation of keratinocyte differentiation	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-2.2253067618246045	9.189111275889962	ERRFI1
axon extension involved in axon guidance	2/139	0.05427022206375901880459622361740912310779094696044921875	0.422098820937072016779012528786552138626575469970703125	0.0206338616580930590826969961426584632135927677154541015625	0.224703672230263495901425585543620400130748748779296875	-3.10947040828582	9.060311439614033	ALCAM;FYN
positive regulation of retrograde protein transport, ER to cytosol	1/13	0.034547169573155490918114907117342227138578891754150390625	0.422098820937072016779012528786552138626575469970703125	0.0219426899699146742139799215465245652012526988983154296875	0.224703672230263495901425585543620400130748748779296875	-2.6638993525563395	8.96516587837219	EDEM2
detection of DNA damage stimulus involved in mitotic G2 DNA damage checkpoint	1/10	0.0266802316593241252429269394497168832458555698394775390625	0.422098820937072016779012528786552138626575469970703125	0.017279642651620276405655118878712528385221958160400390625	0.224703672230263495901425585543620400130748748779296875	-2.446536512093064	8.865838219360649	FANCI
interstrand cross-link repair	2/147	0.05990576092122092133340771624716580845415592193603515625	0.422098820937072016779012528786552138626575469970703125	0.0228767220615182891030325862402605707757174968719482421875	0.224703672230263495901425585543620400130748748779296875	-3.1342695248097847	8.822914184947653	FANCI;RBBP8
cytoplasmic sequestering of protein involved in mitotic G2 DNA damage checkpoint	1/10	0.0266802316593241252429269394497168832458555698394775390625	0.422098820937072016779012528786552138626575469970703125	0.017279642651620276405655118878712528385221958160400390625	0.224703672230263495901425585543620400130748748779296875	-2.4336908182639565	8.819287578182244	FANCI
DNA double-strand break processing involved in repair via synthesis-dependent strand annealing	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.7258553768363716	8.790793972034274	RBBP8
regulation of epithelial cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1793761564745675	8.72683140544582	TNFRSF9;FYN
regulation of leukocyte apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1774815190941506	8.721630957251074	TNFRSF9;FYN
regulation of glial cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1765851358844994	8.719170542138075	TNFRSF9;FYN
regulation of myeloid cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1729610920098676	8.709223175628628	TNFRSF9;FYN
modulation of apoptotic process in other organism	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1685484080522293	8.697111130042137	TNFRSF9;FYN
regulation of myofibroblast cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.165803314945555	8.689576329642563	TNFRSF9;FYN
regulation of compound eye retinal cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.165236381530485	8.688020196587544	TNFRSF9;FYN
regulation of apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1650421250236644	8.687486996456133	TNFRSF9;FYN
regulation of apoptotic process involved in development	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.160278690417043	8.674412201692325	TNFRSF9;FYN
regulation of muscle cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1590818224289494	8.671127008424017	TNFRSF9;FYN
regulation of fat cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1567811161820867	8.664811972221417	TNFRSF9;FYN
regulation of execution phase of apoptosis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.1689888270436115	8.662236882927417	TNFRSF9;FYN
regulation of cysteine-type endopeptidase activity involved in apoptotic process	2/161	0.07022563294981605530598045561418985016644001007080078125	0.442600604702385658217878017239854671061038970947265625	0.0270333394806411657362854583652733708731830120086669921875	0.2258078944853556258021143321457202546298503875732421875	-3.2602632136810126	8.659395677297315	TNFRSF9;FYN
regulation of mesenchymal cell apoptotic process	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1545412596513787	8.65866395784568	TNFRSF9;FYN
regulation of apoptotic process in bone marrow	2/153	0.0642595403938623077610969858142198063433170318603515625	0.422098820937072016779012528786552138626575469970703125	0.0246225930200661691227281835381290875375270843505859375	0.224703672230263495901425585543620400130748748779296875	-3.1514376474991668	8.650145085379116	TNFRSF9;FYN
regulation of apoptosis involved in tissue homeostasis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.149956442841444	8.610213026295563	TNFRSF9;FYN
regulation of fibroblast apoptotic process	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.149471399209586	8.60888718923301	TNFRSF9;FYN
regulation of anoikis	2/154	0.0649954014952424385942464368781656958162784576416015625	0.422098820937072016779012528786552138626575469970703125	0.02491879434070842780357679657754488289356231689453125	0.224703672230263495901425585543620400130748748779296875	-3.1391347242618473	8.580632521303913	TNFRSF9;FYN
regulation of cornification	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-2.0656020678165574	8.529631769649386	ERRFI1
regulation of apoptosis by sphingosine-1-phosphate signaling pathway	2/159	0.0687173375268474995181122721987776458263397216796875	0.439543330126682174618935050602885894477367401123046875	0.0264218872054341642752195440380091895349323749542236328125	0.224703672230263495901425585543620400130748748779296875	-3.176672745624353	8.506347343920272	TNFRSF9;FYN
negative regulation of keratinocyte differentiation	1/13	0.034547169573155490918114907117342227138578891754150390625	0.422098820937072016779012528786552138626575469970703125	0.0219426899699146742139799215465245652012526988983154296875	0.224703672230263495901425585543620400130748748779296875	-2.505968382153886	8.43366030717575	ERRFI1
regulation of apoptotic signaling pathway	2/167	0.074815399280954431038281882138107903301715850830078125	0.448960140115877759381390887938323430716991424560546875	0.0289022120300591427166647662261311779730021953582763671875	0.226081697197770103979763689494575373828411102294921875	-3.2320428403776975	8.379819418798748	TNFRSF9;FYN
baroreceptor detection of arterial stretch	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.595985666891049	8.371968427202109	DENND5B
detection of renal blood flow	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.5894021249449977	8.350736720873964	DENND5B
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.6392457135061895	8.344627064415052	ZNF593
detection of mechanical stimulus	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.574639529815268	8.303127836932138	DENND5B
detection of mechanical stimulus involved in sensory perception	1/15	0.039757088653144360967939263673542882315814495086669921875	0.422098820937072016779012528786552138626575469970703125	0.025039672878022382895846220662861014716327190399169921875	0.224703672230263495901425585543620400130748748779296875	-2.5734837538947555	8.299400497587063	DENND5B
negative regulation of intracellular estrogen receptor signaling pathway	1/20	0.052661464551320869009742864363943226635456085205078125	0.422098820937072016779012528786552138626575469970703125	0.032741322172694396763770185998509987257421016693115234375	0.2324633874261302357577818611389375291764736175537109375	-2.779045747096133	8.181153054735905	CRIPAK
regulation of neuron apoptotic process	2/182	0.08669248913332321115898793095766450278460979461669921875	0.448960140115877759381390887938323430716991424560546875	0.033795097891792469368965612375177443027496337890625	0.234579367191091403554992211866192519664764404296875	-3.31394744178205	8.103887404443519	TNFRSF9;FYN
DNA double-strand break processing involved in repair via single-strand annealing	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.686135083950622	8.041881340028327	RBBP8
negative regulation of peptidyl-tyrosine autophosphorylation	1/18	0.0475202683964386640713684073489275760948657989501953125	0.422098820937072016779012528786552138626575469970703125	0.02966764138848658471925290314175072126090526580810546875	0.226081697197770103979763689494575373828411102294921875	-2.543183191647525	7.748059256260739	ERRFI1
choline transport	1/18	0.0475202683964386640713684073489275760948657989501953125	0.422098820937072016779012528786552138626575469970703125	0.02966764138848658471925290314175072126090526580810546875	0.226081697197770103979763689494575373828411102294921875	-2.4835922188588677	7.566509460783509	SLC44A1
alveolar primary septum development	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-1.7975981235714196	7.422944768875294	ERRFI1
actin filament depolymerization	1/17	0.0449394110751306918860592531927977688610553741455078125	0.422098820937072016779012528786552138626575469970703125	0.0281273148688841734266219418714172206819057464599609375	0.226081697197770103979763689494575373828411102294921875	-2.3663303873677024	7.341398323852956	MICAL2
positive regulation of keratinocyte differentiation	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.525593889524532	7.2009526670911175	ERRFI1
negative regulation of catenin import into nucleus	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.27630185031178	7.197090414766791	DACT1
actin filament fragmentation	1/7	0.018750387031592048725503474315701168961822986602783203125	0.422098820937072016779012528786552138626575469970703125	0.01259542695952913481105550630445577553473412990570068359375	0.224703672230263495901425585543620400130748748779296875	-1.7997778748068853	7.1568903032568905	MICAL2
Golgi apparatus mannose trimming	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.205221128680653	6.972351160499604	EDEM2
lung epithelium development	1/27	0.07044206807235152412172141112023382447659969329833984375	0.442600604702385658217878017239854671061038970947265625	0.043426345437558376560982509317909716628491878509521484375	0.265799183281607287465675426574307493865489959716796875	-2.618418421027779	6.94657147438671	ERRFI1
N-glycan processing to secreted and cell-surface N-glycans	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.1866400722108956	6.913602562023345	EDEM2
trimming of terminal mannose on B branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.301158491687805	6.889319768510969	EDEM2
N-glycan diversification	1/16	0.042351690462598838571306458788967574946582317352294921875	0.422098820937072016779012528786552138626575469970703125	0.026584659813157933416771783186050015501677989959716796875	0.224703672230263495901425585543620400130748748779296875	-2.1694349593710687	6.85920434911167	EDEM2
trimming of terminal mannose on C branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.287640628433608	6.848849334648388	EDEM2
trimming of first mannose on A branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.2761112827494387	6.814332221017642	EDEM2
trimming of second mannose on A branch	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.2489292908802723	6.732953456969798	EDEM2
choline catabolic process	1/6	0.016093041038280186949549488417687825858592987060546875	0.422098820937072016779012528786552138626575469970703125	0.011029301881628032766524682983799721114337444305419921875	0.224703672230263495901425585543620400130748748779296875	-1.619366389236746	6.686960288985747	SLC44A1
regulation of intermediate filament polymerization or depolymerization	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.188166121067861	6.551037735606775	CRIPAK
negative regulation of cytoskeleton organization	1/19	0.050094280280469825894495983220622292719781398773193359375	0.422098820937072016779012528786552138626575469970703125	0.03120564271180488458146129460146767087280750274658203125	0.226081697197770103979763689494575373828411102294921875	-2.1871074049674286	6.547868100057421	CRIPAK
cell morphogenesis involved in conjugation	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.2705321972110415	6.473722853479485	FRYL
cell morphogenesis	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.263181320241541	6.45276409311087	FRYL
establishment of bipolar cell polarity involved in cell morphogenesis	1/22	0.0577754212669694677817489036897313781082630157470703125	0.422098820937072016779012528786552138626575469970703125	0.03580572882615022656249692545316065661609172821044921875	0.234579367191091403554992211866192519664764404296875	-2.2564885415827405	6.43368169726994	FRYL
